training_id,employee_id,course_name,provider,category,start_date,completion_date,status,score_pct,hours_spent,cost_usd,certificate_earned,mandatory,ai_recommended,skill_gap_addressed
TRN00478,EMP02066,AWS Certification,Pluralsight,Domain,2024-07-13,2024-04-15,Completed,71,26,106,No,No,No,Communication
TRN00479,EMP01679,React Development,Harvard Online,Technical,2024-01-24,,Dropped,,42,1760,No,No,Yes,Deep Learning
TRN00480,EMP01010,Data Privacy (GDPR),Udemy,Soft Skills,2023-06-18,2023-01-23,Completed,86,39,822,No,Yes,Yes,Scrum
TRN00481,EMP01950,Security Awareness,Pluralsight,Domain,2023-09-04,2024-03-02,Completed,65,77,1284,No,No,Yes,SQL
TRN00482,EMP02057,Security Awareness,Harvard Online,Domain,2024-12-19,2024-11-14,Passed,71,78,825,Yes,Yes,Yes,Tableau
TRN00483,EMP02005,React Development,LinkedIn Learning,Domain,2024-11-01,2023-06-07,Completed,95,8,472,No,Yes,No,AWS
TRN00484,EMP01918,Security Awareness,Skillsoft,Leadership,2023-11-19,2024-10-19,Passed,93,12,1433,Yes,No,No,Machine Learning
TRN00485,EMP01844,Security Awareness,LinkedIn Learning,Leadership,2024-06-27,,Failed,72,56,479,No,No,Yes,AWS
TRN00486,EMP01187,Financial Analysis,Skillsoft,Soft Skills,2023-06-02,2023-12-02,Completed,68,56,99,No,Yes,Yes,Customer Success
TRN00487,EMP01130,AWS Certification,Udemy,Soft Skills,2023-01-17,,In Progress,,63,435,No,Yes,Yes,Customer Success
TRN00488,EMP01208,Communication Skills,LinkedIn Learning,Soft Skills,2024-11-29,2024-03-01,Completed,82,18,1945,No,Yes,Yes,TypeScript
TRN00489,EMP01053,Machine Learning Basics,LinkedIn Learning,Soft Skills,2023-02-18,2023-12-23,Completed,63,6,1206,No,Yes,Yes,Recruitment
TRN00490,EMP01918,AWS Certification,LinkedIn Learning,Domain,2023-01-29,,Enrolled,,67,1645,No,No,Yes,Azure
TRN00491,EMP01124,Agile & Scrum,Harvard Online,Compliance,2023-01-24,,Failed,79,15,339,No,Yes,Yes,HubSpot
TRN00492,EMP01092,AWS Certification,Udemy,Domain,2024-04-11,,Dropped,,44,122,No,Yes,No,Rust
TRN00493,EMP02182,Public Speaking,Coursera,Domain,2024-05-11,2023-09-10,Completed,95,3,898,No,Yes,No,Recruitment
TRN00494,EMP01355,AWS Certification,Pluralsight,Technical,2023-02-02,,In Progress,,37,757,No,Yes,No,Azure
TRN00495,EMP01376,Diversity & Inclusion,Pluralsight,Technical,2024-05-21,2023-11-22,Completed,86,10,86,No,No,Yes,Data Analysis
TRN00496,EMP02165,Diversity & Inclusion,Skillsoft,Soft Skills,2023-12-14,,Failed,98,10,1672,No,Yes,No,HubSpot
TRN00497,EMP01337,Security Awareness,LinkedIn Learning,Leadership,2024-09-20,,Failed,99,9,724,No,Yes,Yes,Deep Learning
TRN00498,EMP02068,Product Management 101,Internal,Compliance,2023-01-14,,Enrolled,,75,1742,No,Yes,No,Financial Modeling
TRN00499,EMP01283,React Development,Udemy,Leadership,2023-10-04,2023-02-05,Completed,100,49,1080,No,No,Yes,Financial Modeling
TRN00500,EMP01108,UX Design Thinking,LinkedIn Learning,Leadership,2024-05-01,2023-03-28,Completed,90,4,906,No,No,No,C++
TRN00501,EMP01616,React Development,Udemy,Leadership,2023-03-15,,Failed,63,51,211,No,Yes,No,Machine Learning
TRN00502,EMP02137,SQL Mastery,Coursera,Leadership,2023-07-31,,Enrolled,,46,479,No,No,Yes,Docker
TRN00503,EMP01721,Data Privacy (GDPR),Harvard Online,Leadership,2024-07-03,2023-01-22,Completed,60,61,1906,No,No,Yes,Java
TRN00504,EMP01881,Mental Health at Work,LinkedIn Learning,Soft Skills,2023-09-24,2024-04-22,Completed,80,42,124,No,No,No,Power BI
TRN00505,EMP01146,Product Management 101,Udemy,Domain,2023-09-26,2023-10-15,Completed,86,79,344,No,No,No,Machine Learning
TRN00506,EMP01600,Data Privacy (GDPR),LinkedIn Learning,Technical,2024-08-22,,Enrolled,,68,220,No,Yes,Yes,Data Analysis
TRN00507,EMP01276,Data Privacy (GDPR),Skillsoft,Compliance,2023-03-23,2023-11-23,Completed,81,25,1175,No,Yes,No,Rust
TRN00508,EMP01677,Docker & Kubernetes,Coursera,Soft Skills,2024-01-14,,Failed,94,79,1974,No,No,Yes,Agile
TRN00509,EMP01038,Excel Advanced,Coursera,Technical,2023-09-06,2024-11-20,Completed,100,65,1027,No,No,Yes,Excel
TRN00510,EMP01677,Docker & Kubernetes,Skillsoft,Domain,2024-10-18,,Enrolled,,76,339,No,Yes,Yes,Legal Research
TRN00511,EMP01088,Docker & Kubernetes,Internal,Soft Skills,2023-11-24,2024-07-21,Passed,79,8,1670,Yes,Yes,Yes,Account Management
TRN00512,EMP01009,Security Awareness,Skillsoft,Compliance,2023-01-27,2024-08-22,Passed,77,54,1443,Yes,No,Yes,Agile
TRN00513,EMP01005,Python for Data Science,Internal,Domain,2024-08-03,2023-01-27,Completed,71,48,1517,No,No,Yes,Kubernetes
TRN00514,EMP01731,Data Privacy (GDPR),Internal,Soft Skills,2024-04-16,,In Progress,,73,539,No,Yes,No,Python
TRN00515,EMP01389,Public Speaking,Coursera,Soft Skills,2023-10-02,2023-05-04,Passed,86,15,1015,Yes,No,Yes,Deep Learning
TRN00516,EMP01718,Docker & Kubernetes,Harvard Online,Soft Skills,2023-02-02,,In Progress,,74,1732,No,Yes,No,Data Analysis
TRN00517,EMP02196,Leadership Fundamentals,Coursera,Domain,2023-06-14,,Dropped,,44,254,No,No,No,Go
TRN00518,EMP01034,UX Design Thinking,Skillsoft,Compliance,2023-02-16,2023-06-24,Completed,73,12,508,No,No,Yes,Adobe XD
TRN00519,EMP02036,Legal Compliance 2024,Coursera,Compliance,2024-01-23,2024-01-02,Completed,63,29,1681,No,No,Yes,Salesforce
TRN00520,EMP02075,Python for Data Science,Coursera,Leadership,2023-09-20,,Enrolled,,73,1054,No,Yes,Yes,Docker
TRN00521,EMP01629,Leadership Fundamentals,Coursera,Soft Skills,2023-02-05,,In Progress,,20,1469,No,Yes,No,Docker
TRN00522,EMP01581,Security Awareness,Coursera,Leadership,2024-11-06,2024-11-26,Passed,87,62,1172,Yes,No,Yes,Data Visualization
TRN00523,EMP01455,AWS Certification,Skillsoft,Domain,2024-03-19,,Enrolled,,78,1608,No,No,Yes,Leadership
TRN00524,EMP01028,React Development,Harvard Online,Domain,2024-04-22,,Dropped,,33,867,No,No,Yes,Go
TRN00525,EMP02182,Public Speaking,LinkedIn Learning,Domain,2024-12-14,,Enrolled,,20,1744,No,Yes,Yes,Customer Success
TRN00526,EMP01503,Python for Data Science,Skillsoft,Domain,2023-03-22,2024-05-20,Completed,92,27,160,No,Yes,No,Rust
TRN00527,EMP01105,Leadership Fundamentals,Pluralsight,Soft Skills,2024-12-10,2024-02-24,Passed,87,16,991,Yes,No,No,Tableau
TRN00528,EMP01735,Mental Health at Work,Harvard Online,Soft Skills,2024-04-21,2024-01-22,Completed,61,55,138,No,No,Yes,GCP
TRN00529,EMP01515,Leadership Fundamentals,Internal,Compliance,2024-07-07,2023-09-29,Completed,96,27,1248,No,Yes,Yes,C++
TRN00530,EMP01780,React Development,LinkedIn Learning,Technical,2024-07-14,2023-07-21,Completed,77,36,628,No,Yes,No,Node.js
TRN00531,EMP01268,Mental Health at Work,LinkedIn Learning,Compliance,2024-08-30,2024-08-31,Passed,65,9,1046,Yes,No,No,AWS
TRN00532,EMP01702,React Development,Internal,Soft Skills,2023-11-17,2024-05-16,Completed,97,2,1725,No,Yes,Yes,Tableau
TRN00533,EMP01103,Mental Health at Work,Udemy,Soft Skills,2023-03-04,,In Progress,,3,957,No,Yes,Yes,Agile
TRN00534,EMP01478,SQL Mastery,Internal,Technical,2023-04-19,2023-05-06,Passed,68,52,1663,Yes,Yes,Yes,Recruitment
TRN00535,EMP01664,Communication Skills,LinkedIn Learning,Domain,2024-03-31,,In Progress,,54,184,No,Yes,No,Excel
TRN00536,EMP01712,Conflict Resolution,Coursera,Technical,2023-08-16,,In Progress,,15,45,No,No,Yes,UX Research
TRN00537,EMP01526,AWS Certification,LinkedIn Learning,Leadership,2023-04-19,2024-07-12,Completed,68,51,687,No,Yes,Yes,Rust
TRN00538,EMP01172,Conflict Resolution,Pluralsight,Compliance,2024-02-24,,Enrolled,,56,1723,No,No,No,Scrum
TRN00539,EMP01530,Leadership Fundamentals,LinkedIn Learning,Soft Skills,2024-10-13,,In Progress,,76,171,No,Yes,Yes,Go
TRN00540,EMP01397,Docker & Kubernetes,Udemy,Leadership,2023-11-03,,In Progress,,48,849,No,No,Yes,Kubernetes
TRN00541,EMP01117,Product Management 101,Pluralsight,Domain,2024-04-01,,Enrolled,,57,1310,No,No,Yes,Salesforce
TRN00542,EMP01511,Communication Skills,Coursera,Soft Skills,2023-03-08,,In Progress,,12,506,No,No,Yes,Product Management
TRN00543,EMP02182,Leadership Fundamentals,Udemy,Domain,2023-06-13,,In Progress,,75,924,No,No,No,Machine Learning
TRN00544,EMP01260,Legal Compliance 2024,Harvard Online,Technical,2024-10-20,,Enrolled,,11,441,No,No,Yes,Account Management
TRN00545,EMP02040,React Development,Internal,Domain,2024-08-27,2023-10-22,Completed,98,38,1238,No,Yes,No,Financial Modeling
TRN00546,EMP01300,Legal Compliance 2024,LinkedIn Learning,Compliance,2024-05-17,2023-07-12,Completed,70,39,679,No,No,Yes,Legal Research
TRN00547,EMP01483,UX Design Thinking,LinkedIn Learning,Domain,2024-03-21,,Failed,94,34,974,No,Yes,No,Agile
TRN00548,EMP01067,Security Awareness,Pluralsight,Technical,2024-05-04,2024-05-26,Completed,67,64,184,No,No,Yes,HR Analytics
TRN00549,EMP01422,Security Awareness,Skillsoft,Domain,2023-07-12,2024-08-19,Completed,84,29,1925,No,Yes,No,Data Visualization
TRN00550,EMP01065,Product Management 101,Udemy,Domain,2024-11-28,2024-11-04,Passed,83,43,1924,Yes,No,No,Azure
TRN00551,EMP01244,Docker & Kubernetes,Udemy,Technical,2024-01-28,2024-07-22,Completed,62,70,89,No,No,Yes,Machine Learning
TRN00552,EMP01400,Data Privacy (GDPR),Skillsoft,Domain,2024-04-30,2024-10-15,Completed,88,52,1420,No,No,No,Deep Learning
TRN00553,EMP01187,Public Speaking,Pluralsight,Domain,2023-08-16,2024-08-14,Passed,66,72,983,Yes,No,Yes,Legal Research
TRN00554,EMP01078,Mental Health at Work,LinkedIn Learning,Technical,2024-08-20,2024-10-25,Completed,79,67,375,No,No,No,Adobe XD
TRN00555,EMP01999,AWS Certification,Coursera,Domain,2024-06-18,2023-01-05,Passed,74,36,821,Yes,No,Yes,JavaScript
TRN00556,EMP01612,React Development,Pluralsight,Soft Skills,2024-07-06,2023-09-29,Completed,91,32,1046,No,Yes,Yes,Agile
TRN00557,EMP01363,Python for Data Science,Skillsoft,Leadership,2023-06-22,,In Progress,,11,1151,No,No,Yes,Financial Modeling
TRN00558,EMP01187,Agile & Scrum,Internal,Soft Skills,2023-11-11,2023-02-17,Completed,81,38,798,No,No,Yes,Tableau
TRN00559,EMP01476,Data Privacy (GDPR),Coursera,Technical,2024-05-02,,Failed,82,23,1680,No,No,Yes,Python
TRN00560,EMP01107,UX Design Thinking,Coursera,Compliance,2024-08-29,,In Progress,,32,666,No,No,Yes,Azure
TRN00561,EMP01425,Legal Compliance 2024,Internal,Technical,2023-03-19,2024-01-05,Completed,75,26,1964,No,No,Yes,GCP
TRN00562,EMP01969,Public Speaking,Udemy,Domain,2023-05-08,,In Progress,,21,1686,No,Yes,Yes,Azure
TRN00563,EMP02072,Diversity & Inclusion,Internal,Compliance,2024-10-30,2023-02-16,Passed,63,65,516,Yes,Yes,Yes,Project Management
TRN00564,EMP01243,Machine Learning Basics,Udemy,Soft Skills,2023-08-18,,In Progress,,64,787,No,Yes,Yes,Customer Success
TRN00565,EMP01312,Legal Compliance 2024,Udemy,Domain,2023-10-13,2023-10-08,Completed,69,38,1677,No,No,Yes,GCP
TRN00566,EMP01232,Product Management 101,Internal,Soft Skills,2024-05-28,2023-09-11,Passed,75,30,624,Yes,Yes,Yes,Customer Success
TRN00567,EMP01548,Excel Advanced,Udemy,Soft Skills,2023-06-03,2024-11-05,Completed,88,44,768,No,Yes,No,Account Management
TRN00568,EMP01513,Product Management 101,Skillsoft,Compliance,2024-11-18,,In Progress,,11,1679,No,No,Yes,JavaScript
TRN00569,EMP01910,Mental Health at Work,Harvard Online,Technical,2024-06-11,,Dropped,,12,1471,No,Yes,No,Docker
TRN00570,EMP01412,Security Awareness,Pluralsight,Leadership,2023-08-20,2023-12-31,Completed,98,65,758,No,Yes,Yes,Tableau
TRN00571,EMP02017,Communication Skills,Coursera,Domain,2023-08-14,,In Progress,,77,1003,No,No,Yes,Financial Modeling
TRN00572,EMP01058,Data Privacy (GDPR),Udemy,Domain,2023-08-25,,Dropped,,54,906,No,No,Yes,Leadership
TRN00573,EMP01123,UX Design Thinking,LinkedIn Learning,Compliance,2024-08-31,2023-11-16,Completed,78,36,1501,No,No,Yes,Recruitment
TRN00574,EMP01941,SQL Mastery,Internal,Soft Skills,2024-03-14,,In Progress,,73,385,No,Yes,Yes,NLP
TRN00575,EMP02181,Excel Advanced,Udemy,Leadership,2024-11-20,2023-12-28,Completed,83,59,1306,No,Yes,No,Excel
TRN00576,EMP01495,Data Privacy (GDPR),Udemy,Technical,2023-04-20,2024-02-03,Completed,81,29,233,No,Yes,No,UX Research
TRN00577,EMP01503,Data Privacy (GDPR),Internal,Leadership,2023-12-27,2024-03-29,Passed,62,47,978,Yes,Yes,No,SQL
TRN00578,EMP01524,Agile & Scrum,Skillsoft,Domain,2023-08-17,,In Progress,,31,1616,No,Yes,Yes,Leadership
TRN00579,EMP01570,UX Design Thinking,LinkedIn Learning,Technical,2023-05-06,2023-07-30,Completed,81,72,624,No,Yes,Yes,Product Management
TRN00580,EMP02065,Agile & Scrum,Udemy,Leadership,2023-07-17,2024-11-08,Completed,68,5,1914,No,Yes,Yes,React
TRN00581,EMP01124,Docker & Kubernetes,Udemy,Domain,2023-06-29,,Failed,68,57,1586,No,Yes,No,Excel
TRN00582,EMP01569,Diversity & Inclusion,Skillsoft,Leadership,2024-03-07,,In Progress,,31,1,No,No,Yes,Performance Management
TRN00583,EMP01909,Product Management 101,Pluralsight,Domain,2024-02-22,,Failed,74,78,1534,No,No,No,Java
TRN00584,EMP01815,Public Speaking,Udemy,Domain,2024-08-05,2023-12-06,Passed,96,12,176,Yes,Yes,Yes,Performance Management
TRN00585,EMP01763,Excel Advanced,Pluralsight,Soft Skills,2023-11-24,2023-01-15,Completed,96,33,299,No,No,No,Deep Learning
TRN00586,EMP01188,Conflict Resolution,Pluralsight,Compliance,2024-05-27,,In Progress,,52,391,No,Yes,Yes,SQL
TRN00587,EMP01359,Python for Data Science,Harvard Online,Leadership,2023-11-27,,Enrolled,,27,412,No,Yes,Yes,Recruitment
TRN00588,EMP02012,Data Privacy (GDPR),Coursera,Technical,2024-11-08,,Failed,95,50,778,No,No,Yes,Azure
TRN00589,EMP01111,Conflict Resolution,LinkedIn Learning,Compliance,2024-02-27,2023-12-08,Completed,98,20,392,No,No,No,Recruitment
TRN00590,EMP01678,React Development,Pluralsight,Technical,2023-02-23,,In Progress,,69,30,No,Yes,No,Rust
TRN00591,EMP01005,Security Awareness,Internal,Technical,2023-01-14,2024-06-24,Completed,92,70,626,No,Yes,Yes,SQL
TRN00592,EMP01292,Machine Learning Basics,Pluralsight,Leadership,2023-09-09,,Enrolled,,17,1804,No,Yes,No,NLP
TRN00593,EMP01816,Data Privacy (GDPR),Udemy,Technical,2023-06-14,,In Progress,,3,636,No,No,Yes,Tableau
TRN00594,EMP01212,React Development,Coursera,Leadership,2023-02-04,2023-03-29,Completed,61,64,303,No,Yes,Yes,Excel
TRN00595,EMP01253,AWS Certification,Coursera,Technical,2024-01-06,2023-04-12,Completed,60,55,1991,No,Yes,Yes,Recruitment
TRN00596,EMP01703,Product Management 101,Pluralsight,Leadership,2024-11-23,,Dropped,,5,576,No,Yes,Yes,React
TRN00597,EMP01844,Docker & Kubernetes,Harvard Online,Leadership,2024-03-12,2024-11-17,Completed,75,15,1990,No,Yes,Yes,Recruitment
TRN00598,EMP01451,Agile & Scrum,Pluralsight,Compliance,2023-05-23,2023-05-18,Completed,73,51,669,No,Yes,Yes,C++
TRN00599,EMP01118,Legal Compliance 2024,Harvard Online,Soft Skills,2024-10-21,2024-11-25,Completed,82,3,986,No,No,Yes,Deep Learning
TRN00600,EMP01337,Docker & Kubernetes,LinkedIn Learning,Technical,2024-08-18,,Dropped,,36,1858,No,No,No,Tableau
TRN00601,EMP01328,Product Management 101,Skillsoft,Domain,2023-08-08,2024-03-01,Completed,60,11,815,No,Yes,No,Tableau
TRN00602,EMP01681,Conflict Resolution,Udemy,Technical,2024-05-11,2023-07-24,Passed,89,22,311,Yes,No,No,Leadership
TRN00603,EMP01792,SQL Mastery,Internal,Soft Skills,2024-09-06,2023-05-02,Completed,88,6,209,No,Yes,Yes,Performance Management
TRN00604,EMP01810,Python for Data Science,Udemy,Domain,2023-11-26,,In Progress,,58,1137,No,Yes,Yes,NLP
TRN00605,EMP01342,Financial Analysis,Pluralsight,Leadership,2023-05-20,,Enrolled,,29,560,No,Yes,Yes,GCP
TRN00606,EMP01337,Communication Skills,Udemy,Leadership,2023-11-06,,Dropped,,11,34,No,Yes,No,Customer Success
TRN00607,EMP01407,Communication Skills,Udemy,Technical,2024-01-07,,Failed,84,51,1605,No,No,No,Go
TRN00608,EMP01611,Conflict Resolution,Coursera,Soft Skills,2024-01-01,2023-05-08,Completed,91,35,487,No,No,Yes,Azure
TRN00609,EMP01045,SQL Mastery,Pluralsight,Domain,2024-06-08,,In Progress,,74,1809,No,Yes,Yes,Legal Research
TRN00610,EMP01044,AWS Certification,Internal,Domain,2024-02-26,2023-09-25,Completed,84,57,1939,No,Yes,Yes,Agile
TRN00611,EMP01974,Diversity & Inclusion,Internal,Compliance,2024-07-26,2023-12-20,Passed,67,15,912,Yes,No,Yes,Java
TRN00612,EMP01167,Legal Compliance 2024,Harvard Online,Leadership,2024-10-19,2024-07-18,Completed,80,76,934,No,No,No,Marketing Analytics
TRN00613,EMP02146,Security Awareness,Internal,Compliance,2024-09-04,2024-11-24,Completed,100,7,374,No,Yes,No,Rust
TRN00614,EMP02021,Data Privacy (GDPR),Harvard Online,Compliance,2024-07-11,2023-07-07,Completed,81,39,1645,No,No,No,Project Management
TRN00615,EMP01360,Docker & Kubernetes,Skillsoft,Domain,2023-06-25,2023-02-11,Completed,63,15,392,No,No,Yes,Project Management
TRN00616,EMP01740,Security Awareness,Skillsoft,Domain,2023-03-21,2023-08-29,Completed,91,18,1383,No,No,Yes,React
TRN00617,EMP01423,UX Design Thinking,Udemy,Compliance,2023-06-12,2023-03-10,Completed,91,9,691,No,No,Yes,Project Management
TRN00618,EMP02168,Public Speaking,Pluralsight,Soft Skills,2023-02-14,,In Progress,,8,297,No,Yes,Yes,React
TRN00619,EMP01398,Leadership Fundamentals,Harvard Online,Leadership,2024-04-19,2024-08-01,Completed,61,5,1304,No,Yes,Yes,SQL
TRN00620,EMP01523,Security Awareness,Udemy,Domain,2024-07-10,2023-11-13,Passed,63,74,1253,Yes,No,No,HubSpot
TRN00621,EMP01016,React Development,Harvard Online,Soft Skills,2024-05-12,2023-05-06,Passed,95,17,104,Yes,No,Yes,TypeScript
TRN00622,EMP01868,Product Management 101,LinkedIn Learning,Domain,2023-02-25,,In Progress,,57,796,No,No,Yes,Project Management
TRN00623,EMP01401,React Development,Udemy,Domain,2024-12-01,,Enrolled,,6,1362,No,No,No,TypeScript
TRN00624,EMP01574,Communication Skills,Internal,Compliance,2023-09-14,2024-05-02,Completed,72,63,76,No,No,Yes,Account Management
TRN00625,EMP01099,AWS Certification,LinkedIn Learning,Soft Skills,2023-08-30,,Enrolled,,73,921,No,No,Yes,Data Visualization
TRN00626,EMP02173,Python for Data Science,Coursera,Domain,2024-06-26,2023-12-16,Completed,77,46,114,No,No,Yes,Recruitment
TRN00627,EMP01300,Legal Compliance 2024,Internal,Soft Skills,2024-11-15,,Dropped,,28,1054,No,Yes,Yes,Deep Learning
TRN00628,EMP01473,Excel Advanced,Skillsoft,Soft Skills,2024-03-16,,Dropped,,7,1973,No,No,Yes,Python
TRN00629,EMP01301,React Development,Coursera,Soft Skills,2024-10-15,,In Progress,,6,1290,No,No,Yes,Go
TRN00630,EMP01365,Conflict Resolution,Internal,Domain,2023-02-14,,In Progress,,32,185,No,No,Yes,Account Management
TRN00631,EMP01639,Docker & Kubernetes,Skillsoft,Domain,2023-01-15,2023-10-03,Completed,84,57,44,No,Yes,No,HubSpot
TRN00632,EMP01860,Agile & Scrum,Pluralsight,Domain,2023-10-13,,Enrolled,,75,385,No,No,No,Performance Management
TRN00633,EMP02036,Conflict Resolution,Coursera,Compliance,2024-09-24,,In Progress,,7,382,No,No,Yes,Financial Modeling
TRN00634,EMP01224,Security Awareness,Udemy,Compliance,2023-12-11,2023-12-08,Completed,88,40,1804,No,Yes,Yes,UX Research
TRN00635,EMP02053,Leadership Fundamentals,Pluralsight,Domain,2023-02-09,2024-03-20,Completed,84,5,475,No,No,Yes,Figma
TRN00636,EMP01025,Agile & Scrum,Skillsoft,Leadership,2023-03-22,,In Progress,,55,1158,No,Yes,Yes,Product Management
TRN00637,EMP01288,Excel Advanced,LinkedIn Learning,Compliance,2023-06-26,2024-06-30,Completed,61,36,1363,No,Yes,Yes,Machine Learning
TRN00638,EMP02081,Machine Learning Basics,LinkedIn Learning,Compliance,2024-01-19,,Enrolled,,67,195,No,No,No,HR Analytics
