training_id,employee_id,course_name,provider,category,start_date,completion_date,status,score_pct,hours_spent,cost_usd,certificate_earned,mandatory,ai_recommended,skill_gap_addressed
TRN00639,EMP01404,AWS Certification,Harvard Online,Compliance,2023-06-11,2024-10-12,Completed,92,54,1129,No,Yes,No,Performance Management
TRN00640,EMP01157,Docker & Kubernetes,LinkedIn Learning,Technical,2024-10-07,2024-05-13,Completed,97,34,1169,No,Yes,No,Account Management
TRN00641,EMP02015,Python for Data Science,Internal,Technical,2024-11-16,2024-07-09,Passed,66,19,704,Yes,No,Yes,Agile
TRN00642,EMP01050,Data Privacy (GDPR),Pluralsight,Soft Skills,2023-06-01,2023-09-29,Completed,95,76,1827,No,No,Yes,Marketing Analytics
TRN00643,EMP01683,React Development,Internal,Compliance,2024-09-15,2024-02-06,Completed,81,6,1602,No,Yes,Yes,JavaScript
TRN00644,EMP01267,Public Speaking,Skillsoft,Leadership,2024-09-27,,Dropped,,59,1880,No,No,No,Account Management
TRN00645,EMP01642,Product Management 101,Skillsoft,Domain,2024-02-24,2024-11-09,Completed,61,12,826,No,No,No,TypeScript
TRN00646,EMP01208,React Development,Udemy,Compliance,2024-02-27,2024-08-18,Completed,82,10,288,No,No,Yes,Java
TRN00647,EMP02160,Communication Skills,Pluralsight,Technical,2023-06-29,,Dropped,,50,1857,No,Yes,No,Machine Learning
TRN00648,EMP01224,Product Management 101,Internal,Compliance,2024-01-29,,Dropped,,77,996,No,No,Yes,NLP
TRN00649,EMP01612,Agile & Scrum,Pluralsight,Compliance,2024-07-06,,Failed,61,37,545,No,No,Yes,HubSpot
TRN00650,EMP02003,Leadership Fundamentals,Harvard Online,Technical,2024-10-15,,In Progress,,19,1909,No,No,Yes,Performance Management
TRN00651,EMP01136,Machine Learning Basics,Coursera,Technical,2023-05-18,2023-04-22,Completed,71,80,83,No,No,Yes,Tableau
TRN00652,EMP02065,Agile & Scrum,Pluralsight,Soft Skills,2024-02-05,,In Progress,,23,768,No,Yes,Yes,Data Analysis
TRN00653,EMP02006,Machine Learning Basics,Internal,Technical,2024-04-22,2024-06-08,Completed,64,67,327,No,No,Yes,AWS
TRN00654,EMP01858,Diversity & Inclusion,LinkedIn Learning,Soft Skills,2023-05-18,,Enrolled,,23,1892,No,Yes,Yes,TypeScript
TRN00655,EMP01452,SQL Mastery,Coursera,Technical,2024-01-07,2023-11-15,Passed,90,76,1416,Yes,No,Yes,Python
TRN00656,EMP01382,Public Speaking,Harvard Online,Domain,2024-11-09,2024-06-06,Passed,74,12,1618,Yes,Yes,Yes,Project Management
TRN00657,EMP01965,SQL Mastery,Pluralsight,Compliance,2023-11-14,2023-09-08,Completed,70,67,567,No,No,Yes,TypeScript
TRN00658,EMP01192,Public Speaking,Udemy,Domain,2024-04-14,,Dropped,,68,1885,No,No,Yes,TypeScript
TRN00659,EMP01005,Public Speaking,Coursera,Compliance,2024-06-24,2024-04-06,Completed,86,37,365,No,No,Yes,Python
TRN00660,EMP01010,Leadership Fundamentals,Harvard Online,Technical,2024-06-29,,In Progress,,73,1797,No,No,Yes,Scrum
TRN00661,EMP01930,Diversity & Inclusion,Udemy,Soft Skills,2024-08-07,,Dropped,,20,1666,No,No,Yes,SQL
TRN00662,EMP01167,Mental Health at Work,Coursera,Technical,2024-03-01,2024-07-07,Completed,62,61,495,No,Yes,Yes,AWS
TRN00663,EMP01835,UX Design Thinking,Skillsoft,Technical,2024-04-10,,In Progress,,64,307,No,Yes,Yes,Financial Modeling
TRN00664,EMP01907,React Development,Internal,Compliance,2024-10-20,,Failed,63,44,871,No,No,No,Data Analysis
TRN00665,EMP01412,Python for Data Science,Coursera,Soft Skills,2024-03-21,,Failed,91,12,843,No,Yes,No,GCP
TRN00666,EMP02181,Financial Analysis,Udemy,Domain,2024-08-02,,In Progress,,44,530,No,Yes,Yes,SQL
TRN00667,EMP02021,React Development,Coursera,Technical,2024-07-06,,In Progress,,54,1209,No,Yes,No,Machine Learning
TRN00668,EMP01951,Mental Health at Work,LinkedIn Learning,Domain,2023-07-04,2024-08-03,Passed,75,8,1914,Yes,Yes,No,Figma
TRN00669,EMP01882,Public Speaking,LinkedIn Learning,Leadership,2024-07-18,2024-10-01,Completed,89,53,1288,No,Yes,No,Scrum
TRN00670,EMP02135,Diversity & Inclusion,LinkedIn Learning,Leadership,2023-02-07,2023-02-20,Completed,65,4,1734,No,Yes,Yes,C++
TRN00671,EMP01341,React Development,Internal,Compliance,2024-01-03,2024-11-15,Completed,90,16,1246,No,No,No,C++
TRN00672,EMP01244,Excel Advanced,LinkedIn Learning,Technical,2024-10-30,,In Progress,,31,1119,No,No,No,TypeScript
TRN00673,EMP01670,Legal Compliance 2024,Skillsoft,Soft Skills,2024-10-26,2024-05-03,Completed,69,64,348,No,No,Yes,JavaScript
TRN00674,EMP01573,UX Design Thinking,Pluralsight,Soft Skills,2023-05-04,2023-06-10,Passed,67,48,152,Yes,Yes,Yes,Recruitment
TRN00675,EMP01871,AWS Certification,Udemy,Domain,2024-08-26,,Failed,93,25,1489,No,No,Yes,Java
TRN00676,EMP01138,Agile & Scrum,Coursera,Technical,2023-07-14,2023-12-01,Completed,93,5,931,No,No,Yes,SQL
TRN00677,EMP01088,Agile & Scrum,Udemy,Technical,2024-12-03,2023-09-17,Passed,81,76,470,Yes,No,Yes,Leadership
TRN00678,EMP01886,Conflict Resolution,Udemy,Domain,2024-11-04,2023-11-06,Passed,80,33,667,Yes,No,No,Excel
TRN00679,EMP01166,Conflict Resolution,Udemy,Soft Skills,2024-11-26,,In Progress,,8,18,No,Yes,No,Data Analysis
TRN00680,EMP01566,UX Design Thinking,Internal,Technical,2024-06-14,2023-03-13,Completed,81,10,1423,No,Yes,Yes,Rust
TRN00681,EMP01712,Diversity & Inclusion,Udemy,Soft Skills,2024-03-13,2024-06-23,Passed,71,54,130,Yes,No,Yes,Marketing Analytics
TRN00682,EMP01572,UX Design Thinking,LinkedIn Learning,Leadership,2023-12-25,2023-08-16,Completed,64,9,1823,No,Yes,Yes,Scrum
TRN00683,EMP01620,Data Privacy (GDPR),Skillsoft,Leadership,2023-11-14,,Failed,71,62,653,No,No,Yes,Figma
TRN00684,EMP01760,Agile & Scrum,Udemy,Compliance,2023-12-25,,In Progress,,18,1269,No,Yes,Yes,Agile
TRN00685,EMP01502,Data Privacy (GDPR),Harvard Online,Leadership,2024-08-04,2023-09-14,Completed,77,59,515,No,Yes,Yes,HubSpot
TRN00686,EMP01803,React Development,Pluralsight,Compliance,2024-08-14,,In Progress,,23,910,No,Yes,No,UX Research
TRN00687,EMP01483,Security Awareness,Harvard Online,Domain,2023-07-13,,Dropped,,21,561,No,Yes,Yes,Deep Learning
TRN00688,EMP01054,Public Speaking,Skillsoft,Technical,2023-05-20,,Failed,70,76,577,No,Yes,Yes,Go
TRN00689,EMP01153,Financial Analysis,Coursera,Technical,2023-02-18,,Failed,69,33,1170,No,No,Yes,Marketing Analytics
TRN00690,EMP01971,Public Speaking,Coursera,Technical,2024-08-05,2023-11-06,Completed,62,17,904,No,No,Yes,UX Research
TRN00691,EMP01910,AWS Certification,Pluralsight,Soft Skills,2024-06-05,,In Progress,,27,287,No,No,Yes,Leadership
TRN00692,EMP01141,Public Speaking,Skillsoft,Leadership,2024-12-17,2024-12-28,Completed,88,5,1398,No,Yes,No,Performance Management
TRN00693,EMP01098,React Development,Pluralsight,Domain,2023-08-17,2023-11-02,Completed,89,73,1571,No,No,No,Scrum
TRN00694,EMP01209,Legal Compliance 2024,LinkedIn Learning,Leadership,2024-03-27,,In Progress,,79,427,No,Yes,Yes,Rust
TRN00695,EMP01215,Legal Compliance 2024,Harvard Online,Domain,2023-06-29,2023-03-17,Completed,97,19,990,No,Yes,Yes,Node.js
TRN00696,EMP01581,Machine Learning Basics,Harvard Online,Leadership,2023-10-25,,Enrolled,,24,1091,No,No,Yes,Marketing Analytics
TRN00697,EMP01530,Conflict Resolution,Udemy,Compliance,2024-06-09,,Enrolled,,60,395,No,Yes,Yes,SQL
TRN00698,EMP01315,Data Privacy (GDPR),Udemy,Compliance,2024-07-29,2024-01-27,Completed,90,37,654,No,No,No,Marketing Analytics
TRN00699,EMP01333,Security Awareness,Pluralsight,Technical,2024-01-18,2024-01-31,Completed,64,27,860,No,Yes,Yes,Product Management
TRN00700,EMP01969,Data Privacy (GDPR),Skillsoft,Technical,2024-12-26,,Enrolled,,39,881,No,Yes,Yes,Adobe XD
TRN00701,EMP01558,Docker & Kubernetes,LinkedIn Learning,Technical,2024-04-26,,Enrolled,,19,589,No,Yes,Yes,AWS
TRN00702,EMP01747,Data Privacy (GDPR),Pluralsight,Leadership,2023-04-15,,In Progress,,64,1901,No,Yes,Yes,UX Research
TRN00703,EMP01810,Security Awareness,Internal,Leadership,2024-12-14,2023-04-19,Completed,64,47,1505,No,Yes,No,Salesforce
TRN00704,EMP02025,Excel Advanced,Harvard Online,Leadership,2023-03-26,2023-09-02,Completed,71,6,622,No,Yes,No,Product Management
TRN00705,EMP02133,Security Awareness,Udemy,Leadership,2023-06-26,2024-10-20,Completed,92,14,1315,No,No,Yes,Performance Management
TRN00706,EMP01118,Agile & Scrum,Udemy,Technical,2024-05-01,,Enrolled,,31,861,No,No,Yes,Recruitment
TRN00707,EMP02029,AWS Certification,Pluralsight,Leadership,2024-08-26,2024-03-17,Completed,98,58,1073,No,Yes,No,Machine Learning
TRN00708,EMP01576,AWS Certification,Harvard Online,Compliance,2023-03-07,2024-03-19,Completed,94,24,833,No,No,Yes,Data Visualization
TRN00709,EMP01066,Excel Advanced,Udemy,Technical,2023-05-22,2024-04-07,Completed,64,19,174,No,No,Yes,Performance Management
TRN00710,EMP02178,Python for Data Science,Pluralsight,Leadership,2023-06-07,2024-04-14,Completed,74,15,1629,No,No,No,NLP
TRN00711,EMP01372,Data Privacy (GDPR),Udemy,Domain,2023-09-23,,Failed,69,57,999,No,No,Yes,SQL
TRN00712,EMP01645,Machine Learning Basics,Coursera,Compliance,2023-11-04,,In Progress,,71,713,No,Yes,Yes,JavaScript
TRN00713,EMP01585,Conflict Resolution,Pluralsight,Leadership,2023-09-12,2024-04-26,Completed,60,15,553,No,No,Yes,Tableau
TRN00714,EMP01660,UX Design Thinking,Pluralsight,Domain,2023-05-09,,In Progress,,65,1136,No,Yes,Yes,Docker
TRN00715,EMP02005,Mental Health at Work,Udemy,Soft Skills,2024-07-30,2024-12-02,Completed,96,11,1210,No,No,Yes,HR Analytics
TRN00716,EMP01314,React Development,Harvard Online,Compliance,2023-06-12,2023-05-01,Completed,80,10,165,No,Yes,Yes,Agile
TRN00717,EMP01101,Public Speaking,Skillsoft,Technical,2023-05-19,,Failed,93,21,981,No,No,No,Project Management
TRN00718,EMP01961,Excel Advanced,Pluralsight,Domain,2024-07-27,2024-12-20,Passed,73,64,876,Yes,No,Yes,Kubernetes
TRN00719,EMP01611,Product Management 101,Udemy,Leadership,2024-11-07,,Enrolled,,55,1579,No,No,No,NLP
TRN00720,EMP01045,Communication Skills,Harvard Online,Soft Skills,2023-12-15,2024-11-05,Completed,68,64,1382,No,No,Yes,Adobe XD
TRN00721,EMP01061,Docker & Kubernetes,Coursera,Leadership,2023-05-26,,Failed,91,53,892,No,No,No,Power BI
TRN00722,EMP02043,Product Management 101,Pluralsight,Leadership,2023-01-29,2024-10-18,Passed,80,51,513,Yes,Yes,Yes,SQL
TRN00723,EMP02035,Conflict Resolution,Internal,Technical,2023-06-07,2024-09-19,Completed,91,20,1260,No,No,No,Azure
TRN00724,EMP01295,UX Design Thinking,Harvard Online,Leadership,2023-01-07,,Failed,98,77,106,No,Yes,Yes,UX Research
TRN00725,EMP02168,Conflict Resolution,Pluralsight,Technical,2023-03-01,,In Progress,,56,1283,No,No,Yes,Leadership
TRN00726,EMP02005,Excel Advanced,Skillsoft,Leadership,2023-08-11,2024-11-29,Completed,69,57,351,No,Yes,No,Salesforce
TRN00727,EMP01037,Product Management 101,Udemy,Soft Skills,2023-07-09,2024-03-05,Completed,60,22,986,No,No,No,Machine Learning
TRN00728,EMP01416,Conflict Resolution,Skillsoft,Domain,2023-07-29,2024-04-07,Passed,81,78,1534,Yes,No,Yes,Communication
TRN00729,EMP01762,Leadership Fundamentals,Harvard Online,Soft Skills,2023-08-07,,In Progress,,4,964,No,Yes,Yes,HubSpot
TRN00730,EMP01545,Python for Data Science,Internal,Leadership,2023-11-09,2023-04-19,Completed,83,69,788,No,No,Yes,Salesforce
TRN00731,EMP01985,Python for Data Science,Skillsoft,Domain,2024-05-22,2024-12-19,Completed,77,14,647,No,No,Yes,Rust
TRN00732,EMP01484,React Development,LinkedIn Learning,Compliance,2024-08-14,,In Progress,,50,1282,No,Yes,Yes,Machine Learning
TRN00733,EMP01140,AWS Certification,Pluralsight,Leadership,2023-11-15,2023-06-20,Completed,77,9,1756,No,No,Yes,Agile
TRN00734,EMP01530,Financial Analysis,Coursera,Domain,2023-03-18,2024-12-30,Completed,87,8,103,No,Yes,Yes,GCP
TRN00735,EMP01224,Financial Analysis,Skillsoft,Leadership,2024-05-19,2024-09-02,Completed,99,22,860,No,No,Yes,Marketing Analytics
TRN00736,EMP01339,AWS Certification,Internal,Domain,2024-11-04,2023-03-08,Passed,79,68,1387,Yes,Yes,Yes,Performance Management
TRN00737,EMP02029,UX Design Thinking,Skillsoft,Domain,2024-01-27,2023-04-16,Passed,79,54,1255,Yes,Yes,Yes,Azure
TRN00738,EMP02013,Public Speaking,Udemy,Leadership,2024-07-05,2024-04-20,Completed,83,63,563,No,Yes,Yes,Machine Learning
TRN00739,EMP02044,React Development,Internal,Technical,2024-11-25,,In Progress,,34,546,No,No,No,TypeScript
TRN00740,EMP01784,Product Management 101,Skillsoft,Technical,2023-08-21,2024-09-09,Completed,63,34,75,No,Yes,Yes,Scrum
TRN00741,EMP01205,Mental Health at Work,Harvard Online,Soft Skills,2023-11-22,,Enrolled,,43,1299,No,No,Yes,Adobe XD
TRN00742,EMP01270,Public Speaking,Udemy,Technical,2024-09-01,,In Progress,,12,1488,No,Yes,Yes,TypeScript
TRN00743,EMP01222,Public Speaking,Harvard Online,Compliance,2023-08-23,2023-12-10,Completed,73,19,1473,No,No,Yes,Kubernetes
TRN00744,EMP01614,Security Awareness,Skillsoft,Technical,2024-03-11,2024-07-29,Completed,80,52,844,No,Yes,Yes,Python
TRN00745,EMP02035,Diversity & Inclusion,LinkedIn Learning,Compliance,2023-03-12,2023-03-13,Completed,64,17,1303,No,Yes,Yes,SQL
TRN00746,EMP01520,Conflict Resolution,Coursera,Compliance,2024-01-14,2023-09-18,Completed,69,61,1898,No,No,Yes,SQL
TRN00747,EMP01941,Leadership Fundamentals,LinkedIn Learning,Compliance,2023-05-20,2024-06-17,Completed,94,62,832,No,No,Yes,Java
TRN00748,EMP01735,Python for Data Science,Harvard Online,Domain,2023-01-26,2024-12-25,Passed,76,43,319,Yes,No,Yes,HubSpot
TRN00749,EMP02027,Mental Health at Work,LinkedIn Learning,Compliance,2024-01-29,2023-10-11,Passed,66,27,995,Yes,Yes,Yes,AWS
TRN00750,EMP01154,Excel Advanced,Coursera,Compliance,2023-09-26,2024-07-25,Completed,94,53,1936,No,Yes,No,Java
TRN00751,EMP01730,Data Privacy (GDPR),LinkedIn Learning,Compliance,2023-10-02,2024-07-11,Completed,81,74,1441,No,No,No,Machine Learning
TRN00752,EMP01592,Legal Compliance 2024,Coursera,Technical,2023-12-21,2024-02-25,Completed,68,69,1432,No,No,No,Deep Learning
TRN00753,EMP02143,Data Privacy (GDPR),Skillsoft,Technical,2024-12-28,,Enrolled,,71,180,No,Yes,No,React
TRN00754,EMP02043,React Development,Udemy,Domain,2024-12-03,,Dropped,,33,1157,No,No,Yes,Customer Success
TRN00755,EMP01627,Conflict Resolution,Coursera,Compliance,2023-04-15,2023-01-09,Completed,60,28,1015,No,No,Yes,Customer Success
TRN00756,EMP01829,AWS Certification,Harvard Online,Soft Skills,2023-01-10,,Enrolled,,55,1901,No,No,Yes,Node.js
TRN00757,EMP02015,Docker & Kubernetes,Harvard Online,Compliance,2024-04-02,,Enrolled,,13,741,No,No,No,Project Management
TRN00758,EMP01202,Excel Advanced,Pluralsight,Compliance,2024-05-23,,Failed,86,41,1830,No,No,Yes,Performance Management
TRN00759,EMP01095,Financial Analysis,Internal,Domain,2024-01-19,,Enrolled,,2,1186,No,No,Yes,Recruitment
TRN00760,EMP02062,Python for Data Science,Pluralsight,Compliance,2024-09-02,,In Progress,,9,733,No,No,Yes,NLP
TRN00761,EMP01188,Conflict Resolution,Harvard Online,Soft Skills,2024-12-12,2023-12-15,Completed,66,9,476,No,Yes,No,Product Management
TRN00762,EMP01041,Leadership Fundamentals,Udemy,Soft Skills,2023-01-01,,In Progress,,22,565,No,No,No,C++
TRN00763,EMP01605,React Development,Pluralsight,Domain,2024-04-01,,Enrolled,,2,870,No,No,Yes,Node.js
TRN00764,EMP01736,Data Privacy (GDPR),Skillsoft,Technical,2023-01-08,2024-04-26,Completed,69,74,1257,No,No,No,Kubernetes
TRN00765,EMP01258,Mental Health at Work,LinkedIn Learning,Compliance,2023-04-29,2023-12-16,Completed,100,59,73,No,Yes,No,Deep Learning
TRN00766,EMP01415,Agile & Scrum,Internal,Technical,2024-11-10,,Enrolled,,8,108,No,Yes,Yes,Customer Success
TRN00767,EMP01498,Leadership Fundamentals,LinkedIn Learning,Domain,2023-08-21,,Dropped,,30,1974,No,No,Yes,Figma
TRN00768,EMP01361,Product Management 101,Internal,Compliance,2023-03-02,,In Progress,,56,426,No,No,Yes,HubSpot
TRN00769,EMP01304,Security Awareness,Pluralsight,Leadership,2023-07-29,,In Progress,,50,1914,No,Yes,No,SQL
TRN00770,EMP01098,Communication Skills,LinkedIn Learning,Leadership,2023-10-03,,Dropped,,14,1330,No,No,No,Node.js
TRN00771,EMP01623,Product Management 101,Udemy,Soft Skills,2023-01-27,2023-12-20,Passed,78,9,1538,Yes,No,Yes,Java
TRN00772,EMP01534,Mental Health at Work,Udemy,Leadership,2024-07-25,2023-06-30,Completed,89,20,694,No,No,Yes,Performance Management
TRN00773,EMP01366,Public Speaking,Harvard Online,Soft Skills,2024-11-29,2023-06-08,Completed,77,11,187,No,No,No,Azure
TRN00774,EMP01532,Excel Advanced,Internal,Leadership,2023-09-05,2023-04-26,Completed,90,39,1937,No,Yes,Yes,AWS
TRN00775,EMP01498,Public Speaking,Skillsoft,Soft Skills,2024-03-19,2024-09-07,Completed,75,55,14,No,No,Yes,C++
TRN00776,EMP01279,Data Privacy (GDPR),LinkedIn Learning,Compliance,2023-04-13,2023-08-27,Passed,65,5,1633,Yes,Yes,Yes,Legal Research
TRN00777,EMP01784,Diversity & Inclusion,Pluralsight,Leadership,2023-07-19,2023-12-07,Completed,98,39,205,No,Yes,Yes,Python
TRN00778,EMP01983,UX Design Thinking,Internal,Leadership,2023-11-05,,Enrolled,,42,510,No,No,Yes,Data Visualization
TRN00779,EMP01058,Machine Learning Basics,Udemy,Soft Skills,2024-01-11,,In Progress,,54,426,No,No,Yes,Java
TRN00780,EMP01046,AWS Certification,Udemy,Technical,2024-09-25,,Failed,65,40,542,No,Yes,Yes,Deep Learning
TRN00781,EMP01788,Product Management 101,LinkedIn Learning,Compliance,2023-02-28,2023-09-08,Passed,68,63,1463,Yes,No,Yes,HubSpot
TRN00782,EMP01375,Security Awareness,Udemy,Compliance,2024-01-14,2024-08-04,Completed,68,19,1022,No,Yes,Yes,Machine Learning
TRN00783,EMP01922,Product Management 101,LinkedIn Learning,Technical,2024-11-17,2023-04-19,Completed,78,68,788,No,Yes,Yes,Data Visualization
TRN00784,EMP01736,Communication Skills,Skillsoft,Domain,2023-10-20,,Dropped,,43,394,No,Yes,Yes,Legal Research
TRN00785,EMP02080,React Development,Internal,Technical,2023-10-03,2024-12-14,Completed,60,5,1511,No,Yes,Yes,Java
TRN00786,EMP01789,Leadership Fundamentals,Coursera,Leadership,2023-05-29,,Enrolled,,11,1947,No,No,Yes,SQL
TRN00787,EMP01774,Docker & Kubernetes,Harvard Online,Compliance,2023-09-23,2023-02-12,Passed,63,9,650,Yes,No,Yes,Product Management
TRN00788,EMP01937,Security Awareness,Udemy,Soft Skills,2024-12-30,2024-03-03,Completed,79,76,1983,No,Yes,Yes,Docker
TRN00789,EMP01639,Product Management 101,Harvard Online,Compliance,2023-02-05,2023-08-16,Completed,92,75,1839,No,Yes,No,C++
TRN00790,EMP01614,Data Privacy (GDPR),Pluralsight,Compliance,2023-07-07,,Enrolled,,26,309,No,No,Yes,C++
TRN00791,EMP01682,Security Awareness,Udemy,Leadership,2024-03-28,,In Progress,,10,778,No,No,Yes,UX Research
TRN00792,EMP01357,AWS Certification,LinkedIn Learning,Compliance,2023-10-21,,Enrolled,,53,275,No,No,Yes,Salesforce
TRN00793,EMP01500,UX Design Thinking,LinkedIn Learning,Compliance,2024-07-08,2024-05-27,Completed,81,75,1207,No,Yes,Yes,Customer Success
TRN00794,EMP01769,Leadership Fundamentals,Udemy,Compliance,2024-04-28,,In Progress,,60,1400,No,No,No,Performance Management
TRN00795,EMP01840,Diversity & Inclusion,LinkedIn Learning,Soft Skills,2024-12-22,2024-09-14,Completed,66,17,1542,No,Yes,Yes,Node.js
TRN00796,EMP02187,Excel Advanced,Udemy,Technical,2023-07-10,,In Progress,,15,1751,No,No,Yes,Account Management
TRN00797,EMP01653,UX Design Thinking,Coursera,Domain,2024-04-11,2023-07-31,Completed,66,5,303,No,Yes,Yes,AWS
TRN00798,EMP01209,Communication Skills,Skillsoft,Domain,2023-04-08,2023-01-02,Completed,63,58,580,No,No,Yes,Python
TRN00799,EMP01516,Product Management 101,Coursera,Compliance,2023-09-09,2024-07-23,Completed,63,9,1109,No,No,No,Scrum
TRN00800,EMP01483,Agile & Scrum,LinkedIn Learning,Soft Skills,2024-09-29,,In Progress,,33,1948,No,No,Yes,Docker
